date,favourite,opponent,model_prob,market_prob,result
2026-08-13,Denis Shapovalov,Adrian Mannarino,0.613,0.614,W
2026-08-13,Juncheng Shang,Lorenzo Sonego,0.604,0.595,L
2026-08-13,Zachary Svajda,Mattia Bellucci,0.623,0.609,L
2026-08-13,Sergey Fomin,Kasidit Samrej,0.625,0.621,W
2026-08-13,Andrej Nedic,Carlos Taberner,0.520,0.511,L
2026-08-13,Lloyd Harris,Mees Rottgering,0.707,0.676,W
2026-08-13,Rositsa Dencheva,Denislava Glushkova,0.789,0.766,W
2026-08-13,Luna Vujovic,Varvara Panshina,0.607,0.610,W
2026-08-13,Mia Ristic,Zhibek Kulambayeva,0.755,0.745,W
2026-08-13,Sohyun Park,Jasmijn Gimbrere,0.792,0.757,W
2026-08-13,Katarina Zavatska,Lea Boskovic,0.550,0.552,W
2026-08-13,Laima Vladson,Dayeon Back,0.510,0.500,W
2026-08-13,Anastasia Zolotareva,Merel Hoedt,0.749,0.725,L
2026-08-13,Julia Avdeeva,Emily Appleton,0.638,0.633,W
2026-08-13,Lola Giza,Rasheeda Mcadoo,0.510,0.512,L
2026-08-13,Xiyu Wang,Polina Kudermetova,0.568,0.570,W
2026-08-13,Aleksandar Vukic,Mark Lajal,0.544,0.542,L
2026-08-13,Iga Swiatek,Elena Rybakina,0.578,0.571,W
2026-08-13,Marco Cecchinato,Juan Bautista Torres,0.741,0.723,W
2026-08-13,Reymond/Sanchez,Barrena/Kicker,0.521,0.525,W
2026-08-13,Harry Wendelken,Stefan Kozlov,0.833,0.809,W
2026-08-13,Jack Pinnington Jones,Felix Gill,0.603,0.619,W
2026-08-13,Nadia Podoroska,Emiliana Arango,0.970,0.953,L
2026-08-13,Nicolas Mejia,Henrique Rocha,0.750,0.742,W
2026-08-13,Arevalo/Pavic,Luz/Matos,0.798,0.765,L
2026-08-13,Katerina Siniakova,Maria Timofeeva,0.627,0.636,VOID
2026-08-13,Terence Atmane,Marton Fucsovics,0.650,0.651,VOID
2026-08-13,Botic Van de Zandschulp,Tallon Griekspoor,0.511,0.520,VOID
2026-08-13,Julie Pastikova,Dalila Jakupovic,0.555,0.567,VOID
2026-08-13,Bernard Tomic,Andre Ilagan,0.623,0.618,VOID
2026-08-12,Khumoyun Sultanov,Lucio Ratti,0.642,0.647,W
2026-08-12,Marvin Moeller,Raul Brancaccio,0.557,0.573,W
2026-08-12,Niels Mcdonald,Eduardo Ribeiro,0.625,0.609,W
2026-08-12,Iga Swiatek,Elina Svitolina,0.688,0.681,W
2026-08-12,Petr Bar Biryukov,Jie Cui,0.557,0.561,L
2026-08-12,Mert Alkaya,Beibit Zhukayev,0.596,0.609,W
2026-08-12,Hayato Matsuoka,Takuya Kumasaka,0.766,0.759,W
2026-08-12,Masamichi Imamura,Erik Arutiunian,0.527,0.535,W
2026-08-12,Fajing Sun,Semen Pankin,0.599,0.589,W
2026-08-12,Juan Bautista Torres,Filippo Romano,0.536,0.548,W
2026-08-12,Dylan Dietrich,Vitaliy Sachko,0.608,0.608,W
2026-08-12,Alex Barrena,Luciano Emanuel Ambrogi,0.615,0.618,W
2026-08-12,Federico Agustin Gomez,Daniel Elahi Galan,0.567,0.564,W
2026-08-12,Max Hans Rehberg,Saba Purtseladze,0.977,0.930,L
2026-08-12,Matheus Pucinelli De Al,Max Schoenhaus,0.512,0.513,W
2026-08-12,Kayla Day,Yue Yuan,0.616,0.601,W
2026-08-12,Lanlana Tararudee,Mananchaya Sawangkaew,0.622,0.600,L
2026-08-12,Lilli Tagger,Robin Montgomery,0.592,0.582,W
2026-08-12,Otto Virtanen,Coleman Wong,0.522,0.541,L
2026-08-12,Tatiana Pieri,Gina Marie Dittmann,0.760,0.729,W
2026-08-12,Yelyzaveta Kotliar,Sandra Samir,0.778,0.771,W
2026-08-12,Isabella Shinikova,Isis Louise Van Den Broek,0.594,0.605,L
2026-08-12,Lea Boskovic,Sakura Hosogi,0.748,0.739,W
2026-08-12,Darja Semenistaja,Denislava Glushkova,0.869,0.820,L
2026-08-12,Mimi Xu,Edie Griffiths,0.797,0.786,W
2026-08-12,Julia Avdeeva,Hikaru Sato,0.726,0.700,W
2026-08-12,Anastasia Tikhonova,Jessica Pieri,0.513,0.501,W
2026-08-12,Ayla Aksu,Alana Smith,0.758,0.748,L
2026-08-12,Naho Sato,Victoria Allen,0.552,0.543,L
2026-08-12,Jodie Burrage,Anouk Koevermans,0.547,0.557,W
2026-08-12,Hiromi Abe,Katarina Kujovic,0.946,0.899,L
2026-08-12,Zhibek Kulambayeva,Zongyu Li,0.650,0.657,W
2026-08-12,Britt Du Pree,Elyse Tse,0.944,0.917,W
2026-08-12,Sofia Costoulas,Eva Alvarez Sande,0.984,0.944,W
2026-08-12,Sinja Kraus,Claire Liu,0.542,0.540,W
2026-08-12,Quentin Halys,Yunchaokete Bu,0.601,0.606,W
2026-08-12,Michael Zheng,Trevor Svajda,0.568,0.579,W
2026-08-12,Rafael Jodar,Brandon Nakashima,0.705,0.671,L
2026-08-12,Anna Siskova,Sonja Zhenikhova,0.978,0.936,W
2026-08-12,Ben Shelton,Learner Tien,0.620,0.634,W
2026-08-12,Alicia Herrero Linana,Samira de Stefano,0.572,0.582,W
2026-08-12,Alina Korneeva,Alina Charaeva,0.539,0.558,VOID
2026-08-11,Learner Tien,Daniel Merida,0.675,0.656,W
2026-08-11,Naomi Osaka,Elena Rybakina,0.506,0.502,L
2026-08-11,Ben Shelton,Jakub Mensik,0.527,0.544,W
2026-08-11,Aziz Dougaz,Alec Deckers,0.818,0.759,W
2026-08-11,Kasidit Samrej,Kokoro Isomura,0.628,0.626,W
2026-08-11,Takuya Kumasaka,Colin Sinclair,0.519,0.523,W
2026-08-11,Mert Alkaya,Sidharth Rawat,0.781,0.752,W
2026-08-11,Francesco Forti,Michele Mecarelli,0.749,0.733,W
2026-08-11,Matej Dodig,Denis Yevseyev,0.847,0.836,W
2026-08-11,Dylan Dietrich,Oleksii Krutykh,0.712,0.694,W
2026-08-11,Fryderyk Lechno-Wasiuty,Saba Purtseladze,0.623,0.627,L
2026-08-11,Jan Kumstat,Jamie Mackenzie,0.595,0.597,W
2026-08-11,Andrej Nedic,Ergi Kirkin,0.833,0.793,W
2026-08-11,Carlos Taberner,Olle Wallin,0.608,0.589,W
2026-08-11,Lukas Neumayer,Alexander Weis,0.829,0.795,W
2026-08-11,Alex Barrena,Georgii Kravchenko,0.624,0.611,W
2026-08-11,Oriol Roca Batalla,Nikita Mashtakov,0.715,0.675,W
2026-08-11,Eva Vedder,Sohyun Park,0.732,0.710,L
2026-08-11,Samira de Stefano,Francesca Parcelli,0.829,0.783,W
2026-08-11,Lilli Tagger,Lin Zhu,0.612,0.597,W
2026-08-11,Robin Montgomery,Julia Grabher,0.613,0.619,W
2026-08-11,Aleksandr Shevchenko,Pablo Llamas Ruiz,0.545,0.556,W
2026-08-11,Quentin Halys,Soonwoo Kwon,0.602,0.599,W
2026-08-11,Giovanni Mpetshi Perricard,Trevor Svajda,0.662,0.644,L
2026-08-11,Luca Van Assche,Gustavo Heide,0.702,0.706,W
2026-08-11,Benjamin Bonzi,Dusan Lajovic,0.635,0.645,L
2026-08-11,Mary Stoiana,Veronika Erjavec,0.589,0.589,W
2026-08-11,Sebastian Ofner,Marco Trungelliti,0.588,0.588,L
2026-08-11,Yibing Wu,Mackenzie McDonald,0.684,0.680,W
2026-08-11,Jaime Faria,Nikoloz Basilashvili,0.662,0.644,W
2026-08-11,Jacob Fearnley,Nicolas Mejia,0.710,0.693,L
2026-08-11,Marcos Giron,Henrique Rocha,0.625,0.615,L
2026-08-11,Aliaksandra Sasnovich,Emiliana Arango,0.639,0.640,L
2026-08-11,Aidan Mayo,Stefan Kozlov,0.635,0.640,L
2026-08-11,Liam Broady,Suresh Dhakshineswar,0.518,0.528,L
2026-08-11,Henry Searle,Mees Rottgering,0.670,0.645,L
2026-08-11,Bernard Tomic,Edward Winter,0.685,0.651,W
2026-08-11,Rebecca Sramkova,Elsa Jacquemot,0.855,0.840,W
2026-08-11,Lloyd Harris,Andrew Fenty,0.823,0.765,W
2026-08-11,Abdullah Shelbayh,Quinn Vandecasteele,0.687,0.686,L
2026-08-11,Aleksandar Vukic,Darwin Blanch,0.595,0.592,W
2026-08-11,Dalibor Svrcina,Mark Lajal,0.524,0.521,L
2026-08-11,Xiyu Wang,Bianca Andreescu,0.554,0.551,W
2026-08-11,Ella Seidel,Nadia Podoroska,0.626,0.642,L
2026-08-11,Coco Gauff,Belinda Bencic,0.604,0.608,VOID
2026-08-10,Manas Dhamne,Vadym Ursu,0.598,0.614,W
2026-08-10,Semen Pankin,Dominik Palan,0.627,0.619,W
2026-08-10,Sergey Fomin,Maxim Zhukov,0.596,0.586,W
2026-08-10,Beibit Zhukayev,Amir Omarkhanov,0.522,0.508,W
2026-08-10,Khumoyun Sultanov,Alexander Binda,0.656,0.637,W
2026-08-10,Jie Cui,Aziz Ouakaa,0.718,0.708,W
2026-08-10,Hayato Matsuoka,Koki Matsuda,0.663,0.648,W
2026-08-10,Thomas Faurel,Facundo Mena,0.577,0.582,W
2026-08-10,Marco Cecchinato,Nick Hardt,0.719,0.694,W
2026-08-10,Enrico Dalla Valle,Juan Bautista Torres,0.618,0.599,L
2026-08-10,Daniel Elahi Galan,Murkel Dellien,0.764,0.756,W
2026-08-10,Zsombor Piros,Max Schoenhaus,0.694,0.676,L
2026-08-10,Niels Mcdonald,Mika Petkovic,0.585,0.589,W
2026-08-10,Raul Brancaccio,Filip Cristian Jianu,0.621,0.621,W
2026-08-10,Max Alcalà Gurri,Eduardo Ribeiro,0.825,0.815,L
2026-08-10,Chun Hsin Tseng,Vitaliy Sachko,0.514,0.532,L
2026-08-10,Sumit Nagal,Max Houkes,0.553,0.569,L
2026-08-10,Max Hans Rehberg,Diego Dedura-Palomero,0.503,0.494,W
2026-08-10,Elmer Moller,Rudolf Molleker,0.725,0.708,L
2026-08-10,Edas Butvilas,Michael Mmoh,0.505,0.511,W
2026-08-10,Joel Schwaerzler,Andres Andrade,0.539,0.552,L
2026-08-10,Andres Martin,Andre Ilagan,0.506,0.495,L
2026-08-10,Brandon Nakashima,Luciano Darderi,0.683,0.681,W
2026-08-10,Heliovaara/Patten,Cerundolo/Etcheverry,0.884,0.837,L
2026-08-10,Arthur Fils,Rafael Jodar,0.501,0.479,L
2026-08-10,Andreozzi/Guinard,Luz/Matos,0.574,0.566,L
2026-08-10,Erik Arutiunian,Mitsuki Wei Kang Leong,0.562,0.573,W
2026-08-10,Sasikumar Mukund,Kokoro Isomura,0.796,0.785,L
2026-08-10,Taisei Ichikawa,Karan   Singh,0.547,0.563,W
2026-08-10,Jan Kumstat,Tom Zeuch,0.944,0.912,W
2026-08-10,Lorenzo Carboni,Maximilian Homberg,0.636,0.638,W
2026-08-10,Ergi Kirkin,Federico Zeballos,0.795,0.783,W
2026-08-10,Shunsuke Mitsui,Sidharth Rawat,0.660,0.662,L
2026-08-10,Colin Sinclair,Damir Zhalgasbay,0.510,0.504,W
2026-08-10,Eric Vanshelboim,Michele Mecarelli,0.568,0.564,L
2026-08-10,Gianmarco Ferrari,Nikita Mashtakov,0.598,0.586,L
2026-08-10,Oleksii Krutykh,Jannik Opitz,0.804,0.798,W
2026-08-10,Georgii Kravchenko,STEFANO D`AGOSTINO,0.677,0.645,W
2026-08-10,Olle Wallin,Niklas Guttau,0.789,0.755,W
2026-08-10,Andrew Fenty,Evan King,0.764,0.753,W
2026-08-10,Carlo Alberto Caniato,Gabriele Crivellaro,0.877,0.832,W
2026-08-10,Juan Cruz Martin Manzan,Alexander Weis,0.558,0.558,L
2026-08-10,Denis Yevseyev,Saba Purtseladze,0.606,0.588,W
2026-08-10,Tristan Boyer,Aidan Mayo,0.567,0.564,L
2026-08-10,Gavin Young,Edward Winter,0.515,0.523,L
2026-08-10,Mees Rottgering,Garrett Johns,0.619,0.633,W
2026-08-10,Aidan Kim,Suresh Dhakshineswar,0.509,0.513,L
2026-08-10,Quinn Vandecasteele,Ajeet Rai,0.743,0.726,W
2026-08-10,Stefano Travaglia,Nicolas Kicker,0.755,0.740,L
2026-08-10,Duje Ajdukovic,Luciano Emanuel Ambrogi,0.531,0.545,L
2026-08-10,Ugo Blanchet,Rei Sakamoto,0.627,0.610,L
2026-08-10,Borna Gojo,Harry Wendelken,0.657,0.656,L
2026-08-10,Federico Cina,Tristan Schoolkate,0.604,0.618,L
2026-08-10,Colton Smith,Felix Gill,0.617,0.602,L
2026-08-10,Gauthier Onclin,Tyler Zink,0.651,0.638,W
2026-08-10,Arribage/Olivetti,Marozsan/Medvedev,0.713,0.691,W
2026-08-10,Anna Siskova,Maria Martinez Vaquero,0.896,0.866,W
2026-08-09,Tallon Griekspoor,Daniel Merida,0.531,0.539,L
2026-08-09,Jakub Mensik,Botic Van de Zandschulp,0.734,0.720,W
2026-08-09,Learner Tien,Thiago Agustin Tirante,0.708,0.675,W
2026-08-09,Ben Shelton,Joao Fonseca,0.513,0.534,W
2026-08-09,Naomi Osaka,Leylah Fernandez,0.708,0.698,W
2026-08-09,Coco Gauff,Alina Korneeva,0.772,0.752,W
2026-08-09,Elena Rybakina,Liudmila Samsonova,0.755,0.746,W
2026-08-09,Alibek Kachmazov,Colin Sinclair,0.700,0.686,L
2026-08-09,Andrea Guerrieri,Joel Schwaerzler,0.501,0.506,L
2026-08-09,Jerome Kym,Tom Gentzsch,0.564,0.569,L
2026-08-09,Ilia Simakin,Lucas Poullain,0.661,0.667,L
2026-08-09,Sonja Zhiyenbayeva,Isabella Shinikova,0.582,0.586,W
2026-08-09,Hynek Barton,Tim Handel,0.972,0.911,W
2026-08-09,Pyotr Nesterov,Gabriele Piraino,0.601,0.617,L
2026-08-09,Edas Butvilas,Andre Ilagan,0.628,0.634,W
2026-08-08,Nuno Borges,Luciano Darderi,0.615,0.599,L
2026-08-08,Brandon Nakashima,Arthur Rinderknech,0.672,0.670,W
2026-08-08,Arthur Fils,Cameron Norrie,0.719,0.699,W
2026-08-08,Rafael Jodar,Jiri Lehecka,0.508,0.526,W
2026-08-08,Andrea Guerrieri,Daniil Glinka,0.593,0.578,W
2026-08-08,Carlos Sanchez Jover,Gabriele Piraino,0.531,0.544,L
2026-08-08,Ilia Simakin,Antoine Ghibaudo,0.608,0.623,W
2026-08-08,Joel Schwaerzler,Mathys Erhard,0.589,0.605,W
2026-08-08,Jerome Kym,Elmer Moller,0.641,0.634,W
2026-08-08,Lucas Poullain,Gijs Brouwer,0.627,0.617,W
2026-08-08,Zsombor Piros,Tom Gentzsch,0.639,0.642,L
2026-08-08,Radu Mihai Papoe,Pyotr Nesterov,0.582,0.586,L
2026-08-08,Britt Du Pree,Isabella Shinikova,0.776,0.771,L
2026-08-08,Ida Wobker,Aneta Laboutkova,0.707,0.673,W
2026-08-08,Edas Butvilas,Dusan Lajovic,0.524,0.529,W
2026-08-08,Caroline Dolehide,Ekaterine Gorgodze,0.787,0.765,L
2026-08-07,Tom Gentzsch,Henri Squire,0.579,0.569,W
2026-08-07,Pyotr Nesterov,Adrian Andreev,0.561,0.565,W
2026-08-07,Carlos Sanchez Jover,George Lazarov,0.680,0.657,W
2026-08-07,Iva Jovic,Alina Korneeva,0.666,0.651,L
2026-08-07,Dusan Lajovic,Abdullah Shelbayh,0.525,0.532,W
2026-08-07,Andre Ilagan,Sebastian Gorzny,0.584,0.577,W
2026-08-07,Tallon Griekspoor,Matteo Arnaldi,0.614,0.604,W
2026-08-07,Alexei Popyrin,Thiago Agustin Tirante,0.555,0.552,L
2026-08-07,Jakub Mensik,Terence Atmane,0.675,0.676,W
2026-08-07,Alex Michelsen,Daniel Merida,0.725,0.708,L
2026-08-07,Tommy Paul,Learner Tien,0.611,0.632,L
2026-08-07,Hubert Hurkacz,Botic Van de Zandschulp,0.672,0.676,L
2026-08-07,Mirra Andreeva,Leylah Fernandez,0.726,0.723,L
2026-08-07,Coco Gauff,Maria Sakkari,0.742,0.739,W
2026-08-07,Naomi Osaka,Elise Mertens,0.675,0.668,W
2026-08-07,Liudmila Samsonova,Maya Joint,0.674,0.670,W
2026-08-07,Paulson/Vliegen,Bass/Jans,0.629,0.624,L
2026-08-07,Jerome Kym,Lorenzo Giustino,0.761,0.761,W
2026-08-07,Ilya Ivashka,Joel Schwaerzler,0.576,0.583,L
2026-08-07,Koki Matsuda,Gijs Brouwer,0.595,0.597,L
2026-08-07,Gabriele Piraino,Gerard Campana Lee,0.529,0.533,W
2026-08-07,Radu Mihai Papoe,Yannick Theodor Alexand,0.726,0.716,W
2026-08-07,Kenta   Miyoshi,Lucas Poullain,0.725,0.704,L
2026-08-07,Elmer Moller,Carlos Taberner,0.611,0.605,W
2026-08-07,Noemi Basiletti,Martha Matoula,0.591,0.599,W
2026-08-07,Greet Minnen,Isabella Shinikova,0.970,0.911,L
2026-08-07,Ane Mintegi Del Olmo,Elena Ruxandra Bertea,0.641,0.630,L
2026-08-07,Jodie Burrage,Hiromi Abe,0.605,0.597,W
2026-08-07,Alicia Dudeney,Sonja Zhiyenbayeva,0.719,0.703,L
2026-08-07,Daria Khomutsianskaya,Rina Saigo,0.586,0.594,L
2026-08-07,Loes Ebeling Koning,Tilwith Di Girolami,0.697,0.663,W
2026-08-07,Barbora Palicova,Tatiana Pieri,0.799,0.782,W
2026-08-07,Caijsa Wilda Hennemann,Valentina Steiner,0.686,0.657,W
2026-08-07,Rei Sakamoto,Edas Butvilas,0.542,0.554,L
2026-08-07,Mathys Erhard,Iván Marrero Curbelo,0.681,0.659,W
2026-08-07,Spencer Johnson,Andres Martin,0.597,0.595,W
2026-08-06,Jerome Kym,Max Houkes,0.688,0.657,W
2026-08-06,Matej Dodig,Lorenzo Giustino,0.668,0.658,L
2026-08-06,Lucas Poullain,Alexander Binda,0.625,0.622,W
2026-08-06,Marko Topo,Carlos Taberner,0.566,0.577,L
2026-08-06,Kenta   Miyoshi,Mert Alkaya,0.603,0.601,W
2026-08-06,Paul Inchauspe,Koki Matsuda,0.762,0.726,L
2026-08-06,Samuele Pieri,Gerard Campana Lee,0.521,0.518,L
2026-08-06,Joel Schwaerzler,Aziz Dougaz,0.521,0.515,W
2026-08-06,Harrison/Skupski,Bhambri/Venus,0.699,0.672,L
2026-08-06,Radu Mihai Papoe,Franco Agamenone,0.678,0.658,W
2026-08-06,Ognjen Milic,Gabriele Piraino,0.576,0.583,L
2026-08-06,Juncheng Shang,Luciano Darderi,0.515,0.513,L
2026-08-06,Jiri Lehecka,Alexander Blockx,0.625,0.614,W
2026-08-06,Daniil Glinka,Alexander Donski,0.656,0.651,W
2026-08-06,Max Basing,Antoine Ghibaudo,0.572,0.580,L
2026-08-06,Ilia Simakin,Florent Bax,0.644,0.634,W
2026-08-06,Nuno Borges,Yannick Hanfmann,0.602,0.589,W
2026-08-06,Mina Hodzic,Isabella Shinikova,0.660,0.667,L
2026-08-06,Xinyu Gao,Britt Du Pree,0.586,0.585,L
2026-08-06,Yasmine Kabbaj,Sonja Zhiyenbayeva,0.542,0.551,L
2026-08-06,Caijsa Wilda Hennemann,Lidia Encheva,0.716,0.687,W
2026-08-06,Brooke Black,Monika Ekstrand,0.522,0.515,W
2026-08-06,Alice Tubello,Emily Appleton,0.557,0.563,L
2026-08-06,Ella McDonald,Eliz Maloney,0.605,0.622,W
2026-08-06,Greet Minnen,Carmen Gallardo Guevara,0.919,0.875,W
2026-08-06,Oceane Dodin,Daria Khomutsianskaya,0.561,0.564,L
2026-08-06,Vendula Valdmannova,Susan Bandecchi,0.582,0.575,W
2026-08-06,Joao Fonseca,Casper Ruud,0.505,0.526,W
2026-08-06,Tilwith Di Girolami,Briana Szabo,0.621,0.604,W
2026-08-06,Alex De Minaur,Cameron Norrie,0.688,0.674,L
2026-08-06,Ben Shelton,Zizou Bergs,0.753,0.741,W
2026-08-06,Arthur Fils,Mariano Navone,0.750,0.714,W
2026-08-06,Zsombor Piros,Guy Den Ouden,0.625,0.609,W
2026-08-06,Andrea Guerrieri,Michele Ribecai,0.601,0.612,W
2026-08-06,Ekaterine Gorgodze,Ekaterina Ovcharenko,0.743,0.731,W
2026-08-06,Yeonwoo Ku,Mai Hontama,0.515,0.517,L
2026-08-06,Yexin Ma,Katrina Scott,0.524,0.525,L
2026-08-06,Ayana Akli,Carolyn Ansari,0.743,0.743,W
2026-08-06,Reese Brantmeier,Elizabeth Mandlik,0.555,0.554,W
2026-08-06,Anastasia Zakharova,Fiona Crawley,0.756,0.750,W
2026-08-06,Hanne Vandewinkel,Madison Sieg,0.861,0.815,W
2026-08-06,Caroline Dolehide,Polina Iatcenko,0.608,0.615,W
2026-08-06,Yanki Erel,Gijs Brouwer,0.744,0.728,VOID
2026-08-06,Pavlasek/Rikl,Doumbia/Reboul,0.508,0.499,VOID
2026-08-05,Michele Ribecai,Tomasz Berkieta,0.626,0.624,W
2026-08-05,Mirra Andreeva,Karolina Pliskova,0.797,0.766,W
2026-08-05,Emma Navarro,Alina Korneeva,0.531,0.540,L
2026-08-05,Ilia Simakin,Fajing Sun,0.628,0.614,W
2026-08-05,Elise Mertens,Anna Bondar,0.702,0.705,W
2026-08-05,Valentin Vacherot,Mariano Navone,0.654,0.642,L
2026-08-05,Rafael Jodar,Corentin Moutet,0.744,0.735,W
2026-08-05,Cameron Norrie,Ignacio Buse,0.652,0.655,W
2026-08-05,Alex Michelsen,Francisco Cerundolo,0.607,0.610,W
2026-08-05,Arthur Rinderknech,Miomir Kecmanovic,0.509,0.502,W
2026-08-05,Nuno Borges,Tomas Martin Etcheverry,0.637,0.629,W
2026-08-05,Lorenzo Musetti,Nicolas Mejia,0.892,0.873,W
2026-08-05,Learner Tien,Gael Monfils,0.738,0.717,W
2026-08-05,Marie Bouzkova,Taylor Townsend,0.562,0.569,L
2026-08-05,Elena Rybakina,Daria Kasatkina,0.882,0.867,W
2026-08-05,Maria Sakkari,Zeynep Sonmez,0.610,0.621,W
2026-08-05,Barbora Krejcikova,Liudmila Samsonova,0.594,0.606,L
2026-08-05,Sorana Cirstea ,Maya Joint,0.770,0.752,L
2026-08-05,Iva Jovic,Magda Linette,0.788,0.765,W
2026-08-05,Zsombor Piros,Diego Dedura-Palomero,0.594,0.580,W
2026-08-05,Henri Squire,Alex Barrena,0.621,0.624,W
2026-08-05,Guy Den Ouden,Maxim Mrva,0.629,0.629,W
2026-08-05,Max Basing,Tiago Pereira,0.554,0.566,W
2026-08-05,Daniel Elahi Galan,Carlos Sanchez Jover,0.711,0.710,L
2026-08-05,Tom Gentzsch,Chun Hsin Tseng,0.586,0.597,W
2026-08-05,Daniil Glinka,Amit Vales,0.758,0.730,W
2026-08-05,Andrea Guerrieri,Viktor Durasovic,0.747,0.738,W
2026-08-05,Florent Bax,Daniil Ostapenkov,0.610,0.612,W
2026-08-05,Antoine Ghibaudo,Akira Santillan,0.545,0.550,W
2026-08-05,Alejandro Moro Canas,Alexander Donski,0.802,0.759,L
2026-08-05,Damir Dzumhur,Mathys Erhard,0.846,0.803,L
2026-08-05,Zizou Bergs,Sebastian Baez,0.625,0.614,W
2026-08-05,Joao Fonseca,Stefanos Tsitsipas,0.556,0.566,W
2026-08-05,Ben Shelton,Jenson Brooksby,0.751,0.737,W
2026-08-05,Deborah Chiesa,Eva Bennemann,0.607,0.590,L
2026-08-05,Tilwith Di Girolami,Diletta Cherubini,0.549,0.551,W
2026-08-05,Dayeon Back,Julie Pastikova,0.519,0.536,L
2026-08-05,Tatiana Pieri,Tamila Gadamauri,0.708,0.682,W
2026-08-05,Jodie Burrage,Esther Adeshina,0.836,0.790,W
2026-08-05,Rina Saigo,Viktoria Morvayova,0.598,0.589,W
2026-08-05,Greet Minnen,Sahaja Yamalapalli,0.907,0.862,W
2026-08-05,Sofya Lansere,Margaux Rouvroy,0.507,0.530,W
2026-08-05,Ida Wobker,Xinxin Yao,0.520,0.509,W
2026-08-05,Jakub Mensik,Jacob Fearnley,0.763,0.713,W
2026-08-05,Arthur Fils,Zachary Svajda,0.772,0.748,W
2026-08-05,Hubert Hurkacz,Alejandro Tabilo,0.593,0.580,W
2026-08-05,Taylor Fritz,Thiago Agustin Tirante,0.846,0.831,L
2026-08-05,Pyotr Nesterov,Sebastian Sorger,0.580,0.574,W
2026-08-05,Raphael Collignon,Alexei Popyrin,0.615,0.622,L
2026-08-05,Ugo Humbert,Daniel Merida,0.712,0.691,L
2026-08-05,Soonwoo Kwon,Andre Ilagan,0.806,0.784,L
2026-08-05,Elena Ruxandra Bertea,Margaux Maquet,0.624,0.643,W
2026-08-05,Caroline Dolehide,Savannah Broadus,0.726,0.718,W
2026-08-05,Reese Brantmeier,Lea Ma,0.627,0.619,W
2026-08-05,Priscilla Hon,Ayana Akli,0.554,0.550,L
2026-08-05,Clervie Ngounoue,Yexin Ma,0.611,0.613,L
2026-08-05,Yeonwoo Ku,Anna Rogers,0.821,0.794,W
2026-08-05,Kylie Collins,Carolyn Ansari,0.507,0.530,L
2026-08-05,Fabian Marozsan,Matteo Arnaldi,0.579,0.585,L
2026-08-05,Karen Khachanov,Terence Atmane,0.625,0.623,L
2026-08-05,Daniil Medvedev,Botic Van de Zandschulp,0.827,0.767,L
2026-08-05,Petr Brunclik,Yannick Theodor Alexand,0.747,0.738,L
2026-08-05,Edas Butvilas,Ozan Baris,0.614,0.622,W
2026-08-05,Maks Kasnikowski,Iván Marrero Curbelo,0.836,0.823,L
2026-08-04,Andrey Rublev,Juncheng Shang,0.758,0.752,L
2026-08-04,Alexander Donski,Takuya Kumasaka,0.604,0.607,W
2026-08-04,Ilya Ivashka,Ergi Kirkin,0.836,0.821,W
2026-08-04,Joel Schwaerzler,Jiri Cizek,0.936,0.887,W
2026-08-04,Diego Dedura-Palomero,Dominik Recek,0.938,0.899,W
2026-08-04,Maxim Mrva,Rudolf Molleker,0.610,0.628,W
2026-08-04,Thiago Monteiro,Tom Gentzsch,0.505,0.514,L
2026-08-04,Akira Santillan,Digvijay Pratap Singh,0.714,0.679,W
2026-08-04,Daniil Ostapenkov,Constantin Bittoun Kouz,0.644,0.635,W
2026-08-04,Alexander Binda,Mert Naci Turker,0.686,0.656,W
2026-08-04,Daniel Elahi Galan,Georgi Georgiev,0.953,0.907,W
2026-08-04,Kenta   Miyoshi,Arda Azkara,0.745,0.744,W
2026-08-04,Martina Trevisan,Elena Ruxandra Bertea,0.760,0.742,L
2026-08-04,Loes Ebeling Koning,Anouck Vrancken Peeters,0.502,0.510,W
2026-08-04,Arantxa Rus,Oceane Dodin,0.503,0.507,L
2026-08-04,Stephanie Judith Visscher,Chloe Noel,0.609,0.601,W
2026-08-04,Jiri Lehecka,Vit Kopriva,0.840,0.793,W
2026-08-03,Antoine Ghibaudo,Tuncay Duran,0.559,0.549,W
2026-08-03,Manas Dhamne,Gijs Brouwer,0.798,0.793,L
2026-08-03,Ella Seidel,Dalma Galfi,0.565,0.576,W
2026-08-03,Maks Kasnikowski,Philip Henning,0.593,0.605,W
2026-08-03,Timofey Skatov,Alex Barrena,0.658,0.664,L
2026-08-03,Guy Den Ouden,Alexandre Muller,0.520,0.517,W
2026-08-03,Alex Molcan,Chun Hsin Tseng,0.694,0.685,L
2026-08-03,Pedro Boscardin Dias,Samuele Pieri,0.585,0.576,L
2026-08-03,Dusan Lajovic,James McCabe,0.519,0.534,W
2026-08-03,Jenson Brooksby,Adam Walton,0.550,0.552,W
2026-08-03,Fabian Marozsan,Shintaro Mochizuki,0.617,0.627,W
2026-08-03,Hubert Hurkacz,Marcos Giron,0.628,0.632,W
2026-08-03,Stefanos Tsitsipas,Martin Damm Jr,0.662,0.650,W
2026-08-03,Alexei Popyrin,Roman Andres Burruchaga,0.607,0.587,W
2026-08-03,Jacob Fearnley,Adrian Mannarino,0.604,0.607,W
